#id_sr	time_taken	num_proccess
1	0.0	0
2	1.1e-05	1
3	1.1e-05	1
4	9e-06	1
5	9e-06	1
6	3e-06	1
7	3e-06	1
8	3e-06	2
9	3e-06	2
10	3e-06	4
11	3e-06	4
12	3e-06	8
13	3e-06	8
14	3e-06	2
15	3e-06	2
16	3e-06	5
17	3e-06	5
18	3e-06	17
19	3e-06	17
20	3e-06	26
21	3e-06	26
22	3e-06	37
23	3e-06	37
24	3e-06	47
25	3e-06	47
26	3e-06	60
27	3e-06	60
28	3e-06	50
29	3e-06	50
30	3e-06	46
31	3e-06	46
32	3e-06	37
33	3e-06	37
34	3e-06	20
35	3e-06	20
36	3e-06	10
37	3e-06	10
38	3e-06	5
39	3e-06	5
40	3e-06	4
41	3e-06	4
42	3e-06	2
43	3e-06	2
44	3e-06	4
45	1e-05	1
46	1e-05	1
47	1e-06	1
48	1e-06	1
49	1e-06	1
50	1e-06	1
51	1e-06	2
52	1e-06	2
53	1e-06	1
54	1e-06	1
55	1e-06	2
56	1e-06	2
57	1e-06	4
58	1e-06	3
59	1e-06	5
60	1e-06	10
61	1e-06	5
62	1e-06	31
63	1e-06	12
64	1e-06	43
65	1e-06	22
66	1e-06	71
67	1e-06	24
68	1e-06	90
69	1e-06	22
70	1e-06	113
71	1e-06	20
72	1e-06	103
73	1e-06	14
74	1e-06	90
75	1e-06	3
76	1e-06	77
77	1e-06	4
78	1e-06	38
79	1e-06	8
80	1e-06	25
81	1e-06	10
82	1e-06	6
83	1e-06	4
84	9e-06	1
85	3.3e-05	1
86	6e-06	1
87	6e-06	1
88	1e-06	1
89	1e-06	1
90	1e-06	1
91	1e-06	1
92	1e-06	2
93	9e-06	1
94	9e-06	3
95	9e-06	2
96	9e-06	8
97	9e-06	10
98	9e-06	5
99	9e-06	2
100	9e-06	3
101	9e-06	45
102	9e-06	5
103	9e-06	4
104	9e-06	5
105	9e-06	5
106	9e-06	8
107	9e-06	4
108	9e-06	21
109	9e-06	7
110	9e-06	22
111	9e-06	12
112	9e-06	35
113	9e-06	13
114	9e-06	35
115	9e-06	9
116	9e-06	34
117	9e-06	4
118	9e-06	32
119	8e-06	1
120	8e-06	19
121	8e-06	1
122	8e-06	13
123	8e-06	6
124	8e-06	9
125	8e-06	4
126	8e-06	7
127	8e-06	7
128	8e-06	5
129	8e-06	5
130	8e-06	3
131	8e-06	3
132	8e-06	2
133	8e-06	2
134	8e-06	15
135	8e-06	15
136	2e-06	1
137	2e-06	1
138	1e-06	1
139	1e-06	1
140	1e-06	1
141	1e-06	1
142	1e-06	4
143	1e-06	4
144	1e-06	1
145	1e-06	1
146	1e-06	1
147	1e-06	1
148	1e-06	1
149	1e-06	1
150	1e-06	2
151	1e-06	2
152	1e-06	2
153	1e-05	1
154	1e-05	1
155	1.9e-05	1
156	1.9e-05	1
157	1e-06	1
158	1e-06	1
159	1e-06	1
160	1e-06	1
161	1e-06	2
162	1e-06	2
163	1e-06	2
164	6e-06	1
165	2e-06	1
166	6e-06	1
167	6e-06	2
168	6e-06	2
169	6e-06	3
170	6e-06	2
171	6e-06	4
172	6e-06	2
173	6e-06	2
174	6e-06	3
175	6e-06	7
176	2e-06	1
177	2e-06	7
178	2e-06	3
179	2e-06	3
180	2e-06	7
181	2e-06	5
182	2e-06	6
183	2e-06	6
184	2e-06	3
185	2e-06	4
186	2e-06	3
187	2e-06	8
188	2e-06	1
189	2e-06	5
190	2e-06	1
191	2e-06	3
192	1e-06	1
193	1e-06	18
194	1e-06	2
195	1e-06	5
196	1e-06	1
197	1e-06	2
198	1e-06	3
199	4e-06	1
200	1e-06	1
201	4e-06	1
202	1e-06	1
203	4e-06	1
204	1e-06	1
205	1e-06	4
206	1e-06	2
207	1e-06	2
208	1e-06	1
209	1e-06	2
210	1e-06	2
211	1e-06	2
212	6e-06	1
213	6e-06	2
214	4e-06	1
215	6e-06	1
216	4e-06	1
217	5e-06	1
218	5e-06	1
219	5e-06	1
220	7e-06	1
221	7e-06	1
222	1.7e-05	1
223	1.7e-05	1
224	1e-06	1
225	1e-06	1
226	1e-06	1
227	1e-06	1
228	1e-06	3
229	1e-06	3
230	1e-06	4
231	6e-06	1
232	6e-06	2
233	6e-06	1
234	8e-06	1
235	8e-06	5
236	3e-06	1
237	3e-06	7
238	1e-06	1
239	1e-06	4
240	1e-06	2
241	6e-06	1
242	1e-06	1
243	1e-06	7
244	1e-06	4
245	1e-06	6
246	1e-06	6
247	1e-06	2
248	1e-06	8
249	1e-06	3
250	1e-06	13
251	1e-06	4
252	1e-06	11
253	1e-06	5
254	1e-06	21
255	1e-06	12
256	1e-06	19
257	1e-06	5
258	1e-06	29
259	1e-06	10
260	1e-06	26
261	1e-06	7
262	1e-06	29
263	1e-06	10
264	1e-06	30
265	1e-06	2
266	1e-06	22
267	1e-06	5
268	1e-06	9
269	1e-06	4
270	1e-06	14
271	1e-06	2
272	1e-06	11
273	1e-06	7
274	1e-06	11
275	1e-06	2
276	1e-06	7
277	6e-06	1
278	6e-06	4
279	6e-06	2
280	6e-06	3
281	6e-06	2
282	6e-06	4
283	6e-06	3
284	6e-06	3
285	6e-06	3
286	6e-06	5
287	8e-06	1
288	8e-06	2
289	8e-06	2
290	8e-06	2
291	8e-06	2
292	1e-06	1
293	1e-06	1
294	1e-06	2
295	1e-06	2
296	1e-06	5
297	1e-06	5
298	1e-06	4
299	1e-06	4
300	1e-06	2
301	1e-06	2
302	1e-06	6
303	1e-06	6
304	1e-06	4
305	1e-06	4
306	1e-06	5
307	1e-06	5
308	1e-06	8
309	1e-06	8
310	1e-06	3
311	1e-06	3
312	1e-06	4
313	1e-06	4
314	1e-06	4
315	1e-06	4
316	1e-06	5
317	1e-06	5
318	1e-06	2
319	1e-06	2
320	1e-06	2
321	1e-06	2
322	2e-06	1
323	2e-06	1
324	2e-06	2
325	2e-06	2
326	2e-06	3
327	2e-06	3
328	1e-06	1
329	1e-06	1
330	1e-06	1
331	1e-06	1
332	2e-06	1
333	2e-06	1
334	1e-06	1
335	1e-06	1
336	1e-06	2
337	1e-06	2
338	1e-06	1
339	1e-06	1
340	1e-06	2
341	1e-06	2
342	1e-06	4
343	1e-06	4
344	1e-06	5
345	1e-06	5
346	1e-06	2
347	1e-06	2
348	1e-06	6
349	1e-06	6
350	1e-06	2
351	1e-06	2
352	1e-06	3
353	1e-06	3
354	1e-06	2
355	1e-06	2
356	1e-06	5
357	1e-06	5
358	1e-06	2
359	1e-06	2
360	1e-06	4
361	1e-06	4
362	2e-06	1
363	2e-06	1
364	2e-06	2
365	2e-06	2
366	2e-06	2
367	2e-06	2
368	2e-06	1
369	2e-06	1
370	8e-06	1
371	1.2e-05	1
372	1.2e-05	1
373	1e-06	1
374	2e-06	1
375	1e-06	1
376	3e-06	1
377	8e-06	1
378	8e-06	2
379	2e-06	1
380	1e-06	1
381	9e-06	1
382	6e-06	1
383	1e-06	1
384	1.5e-05	1
385	1e-06	1
386	1e-06	2
387	1e-06	2
388	6e-06	1
389	6e-06	2
390	6e-06	2
391	1e-06	1
392	1e-06	3
393	7e-06	1
394	7e-06	2
395	1e-06	1
396	2e-06	1
397	1e-06	1
398	1e-06	4
399	1e-06	1
400	1e-06	2
401	1e-06	1
402	1e-06	8
403	1e-06	2
404	1e-06	3
405	7e-06	1
406	1e-06	1
407	1e-06	3
408	1e-06	2
409	1e-06	1
410	1e-06	1
411	1e-06	4
412	1e-06	2
413	7e-06	1
414	2e-06	1
415	1e-06	1
416	1e-06	2
417	1e-06	1
418	1e-06	3
419	1e-06	2
420	1e-06	1
421	1e-06	4
422	1e-06	3
423	1e-06	3
424	1e-06	3
425	1e-06	3
426	1e-06	2
427	1e-06	1
428	1e-06	4
429	2e-06	1
430	2e-06	4
431	2e-06	1
432	2e-06	4
433	2e-06	2
434	2e-06	2
435	2e-06	2
436	7e-06	1
437	7e-06	2
438	7e-06	2
439	4e-06	1
440	1e-06	1
441	1e-06	2
442	1e-06	1
443	1e-06	1
444	1e-06	1
445	1e-06	1
446	1e-06	1
447	2e-06	1
448	6e-06	1
449	2e-06	1
450	2e-06	1
451	2e-06	2
452	2e-06	1
453	2e-06	3
454	2e-06	2
455	4e-06	1
456	3e-06	1
457	1e-06	1
458	1e-06	3
459	1e-06	1
460	2e-06	1
461	2e-06	1
462	5e-06	1
463	2e-06	1
464	2e-06	1
465	7e-06	1
466	2e-06	1
467	5e-06	1
468	3e-06	1
469	3e-06	1
470	5e-06	1
471	5e-06	1
472	4e-06	1
473	4e-06	2
474	8e-06	1
475	8e-06	2
476	3e-06	1
477	2e-06	1
478	3e-06	1
479	2e-06	1
480	1e-05	1
481	1e-05	1
482	8e-06	1
483	8e-06	1
484	1e-06	1
485	1e-06	1
486	9e-06	1
487	9e-06	1
488	2e-06	1
489	2e-06	1
490	1.4e-05	1
491	1.4e-05	1
492	4e-06	1
493	4e-06	1
494	3e-06	1
495	3e-06	1
496	4e-06	1
497	1e-05	1
498	2e-06	1
499	1e-06	1
500	2e-06	1
501	3e-06	1
502	1e-06	1
503	6e-06	1
504	2e-06	1
505	6e-06	1
506	4e-06	1
507	4e-06	2
508	2e-06	1
509	2e-06	2
510	1e-06	1
511	1e-06	1
512	1e-06	1
513	7e-06	1
514	7e-06	2
515	7e-06	3
516	7e-06	2
517	2e-06	1
518	2e-06	2
519	1e-06	1
520	1e-06	2
521	1e-06	1
522	1e-06	1
523	1e-06	1
524	1e-06	1
525	1e-06	1
526	1e-06	2
527	1e-06	6
528	1e-06	2
529	1e-06	3
530	2e-06	1
531	2e-06	3
532	2e-06	3
533	2e-06	4
534	2e-06	3
535	2e-06	6
536	2e-06	2
537	2e-06	2
538	2e-06	2
539	2e-06	3
540	7e-06	1
541	7e-06	5
542	1e-06	1
543	1e-06	2
544	1e-06	1
545	1e-06	4
546	1e-06	1
547	1e-06	1
548	1e-06	1
549	1e-06	1
550	1e-06	3
551	1e-06	2
552	1e-06	2
553	1e-06	1
554	1e-06	5
555	1e-06	4
556	1e-06	2
557	1e-06	10
558	1e-06	2
559	1e-06	6
560	7e-06	1
561	7e-06	6
562	7e-06	2
563	7e-06	5
564	7e-06	1
565	1e-06	1
566	1e-06	6
567	1e-06	2
568	7e-06	1
569	1e-06	1
570	9e-06	1
571	1e-06	1
572	1e-06	2
573	1e-06	7
574	1e-06	1
575	1e-06	2
576	7e-06	1
577	7e-06	6
578	9e-06	1
579	1e-06	1
580	1e-06	2
581	1e-06	1
582	3e-06	1
583	3e-06	5
584	3e-06	1
585	1e-06	1
586	1e-06	1
587	1e-06	3
588	3e-06	1
589	4e-06	1
590	7e-06	1
591	7e-06	2
592	5e-06	1
593	5e-06	3
594	3e-06	1
595	2e-06	1
596	2e-06	2
597	8e-06	1
598	8e-06	2
599	7e-06	1
600	7e-06	1
601	2e-06	1
602	8e-06	1
603	2e-06	1
604	2e-06	1
605	7e-06	1
606	7e-06	1
607	7e-06	2
608	7e-06	2
609	1e-06	1
610	1e-06	1
611	1e-06	2
612	1e-06	2
613	1e-06	5
614	1e-06	5
615	1e-06	6
616	1e-06	6
617	1e-06	9
618	1e-06	9
619	1e-06	13
620	3e-06	1
621	3e-06	11
622	3e-06	11
623	1e-06	1
624	1e-06	1
625	1e-06	2
626	9e-06	1
627	1e-06	1
628	3e-06	1
629	3e-06	2
630	3e-06	3
631	3e-06	2
632	2e-06	1
633	2e-06	2
634	2e-06	4
635	2e-06	4
636	1e-06	1
637	1e-06	17
638	7e-06	1
639	7e-06	13
640	1e-06	1
641	1e-06	12
642	1e-06	5
643	1e-06	10
644	1e-06	7
645	1e-06	1
646	8e-06	1
647	1e-06	1
648	1e-06	2
649	1e-06	1
650	1e-06	1
651	1e-06	5
652	1e-06	14
653	1e-06	5
654	1e-06	3
655	1e-06	3
656	1e-06	1
657	1e-06	2
658	7e-06	1
659	1e-06	1
660	1e-06	2
661	1e-06	3
662	1e-06	2
663	1e-06	1
664	1e-06	2
665	1e-06	1
666	1e-06	2
667	1e-06	1
668	1e-06	3
669	1e-06	3
670	7e-06	1
671	7e-06	4
672	7e-06	2
673	7e-06	3
674	7e-06	3
675	1e-06	1
676	1e-06	3
677	1e-06	4
678	1e-06	2
679	1e-06	1
680	7e-06	1
681	7e-06	2
682	1e-06	1
683	1e-06	5
684	1e-06	3
685	1e-06	4
686	1e-06	2
687	1e-06	3
688	1e-06	1
689	1e-06	3
690	1e-06	1
691	1e-06	4
692	7e-06	1
693	1e-06	1
694	7e-06	1
695	1e-06	1
696	1e-06	1
697	1e-06	2
698	9e-06	1
699	1e-06	1
700	2e-06	1
701	1e-06	1
702	1e-06	1
703	1e-06	1
704	1e-06	1
705	1e-06	4
706	1e-06	2
707	1e-06	4
708	1e-06	1
709	1e-06	3
710	1e-06	1
711	1e-06	1
712	1e-06	3
713	1e-06	3
714	1e-06	1
715	1e-06	1
716	4e-06	1
717	4e-06	10
718	1e-06	1
719	1e-06	1
720	1e-06	1
721	1e-06	13
722	1e-06	13
723	1e-06	1
724	1e-06	1
725	1e-06	1
726	1e-06	1
727	1e-06	1
728	1.4e-05	1
729	1.4e-05	6
730	1e-06	1
731	1e-06	3
732	1e-06	3
733	1e-06	1
734	8e-06	1
735	8e-06	2
736	3e-06	1
737	3e-06	1
738	3e-06	1
739	1e-06	1
740	6e-06	1
741	2e-06	1
742	1.1e-05	1
743	1.1e-05	2
744	1.1e-05	2
745	5e-06	1
746	1.1e-05	1
747	1e-06	1
748	6e-06	1
749	1e-06	1
750	1.1e-05	1
751	1.1e-05	3
752	8e-06	1
753	4e-06	1
754	1e-05	1
755	1e-05	1
756	1e-06	1
757	1e-06	1
758	4e-06	1
759	7e-06	1
760	7e-06	1
761	7e-06	2
762	7e-06	2
763	1e-06	1
764	1e-06	1
765	1e-06	2
766	1e-06	2
767	1e-06	2
768	1e-06	2
769	1e-06	3
770	7e-06	1
771	7e-06	7
772	7e-06	7
773	1e-06	1
774	1e-06	3
775	1e-06	2
776	1e-06	2
777	1e-06	2
778	7e-06	1
779	7e-06	9
780	1e-06	1
781	1e-06	9
782	1e-06	1
783	1e-06	10
784	2e-06	1
785	1e-06	1
786	1e-06	1
787	1e-06	4
788	1e-06	2
789	1e-06	2
790	1e-06	1
791	1e-06	1
792	1e-06	1
793	1e-06	4
794	1e-06	2
795	1e-06	2
796	7e-06	1
797	7e-06	3
798	1e-06	1
799	1e-06	2
800	5e-06	1
801	5e-06	3
802	1e-06	1
803	1e-06	4
804	1e-06	3
805	1e-06	1
806	1e-06	3
807	1e-06	4
808	1e-06	1
809	1e-06	2
810	1e-06	2
811	1e-06	1
812	6e-06	1
813	6e-06	5
814	2e-06	1
815	2e-06	2
816	6e-06	1
817	6e-06	4
818	6e-06	3
819	6e-06	2
820	9e-06	1
821	9e-06	4
822	6e-06	1
823	6e-06	9
824	6e-06	1
825	6e-06	2
826	6e-06	11
827	6e-06	2
828	6e-06	4
829	6e-06	3
830	6e-06	3
831	6e-06	2
832	6e-06	5
833	6e-06	8
834	6e-06	2
835	6e-06	3
836	6e-06	2
837	6e-06	8
838	6e-06	5
839	6e-06	2
840	6e-06	6
841	6e-06	3
842	6e-06	4
843	6e-06	9
844	6e-06	2
845	6e-06	5
846	6e-06	14
847	6e-06	2
848	6e-06	5
849	6e-06	3
850	2e-06	1
851	2e-06	3
852	2e-06	2
853	2e-06	2
854	2e-06	3
855	2e-06	2
856	2e-06	2
857	1e-06	1
858	1e-06	3
859	1e-06	1
860	1e-06	2
861	1e-06	1
862	1e-06	4
863	1e-06	2
864	1e-06	4
865	1e-06	1
866	1e-06	1
867	1e-06	4
868	6e-06	1
869	6e-06	2
870	6e-06	5
871	6e-06	13
872	6e-06	5
873	6e-06	4
874	6e-06	2
875	1e-06	1
876	1e-06	3
877	1e-06	1
878	5e-06	1
879	5e-06	2
880	1e-05	1
881	1e-06	1
882	1e-06	5
883	1e-06	1
884	1e-06	2
885	1e-06	9
886	1.1e-05	1
887	1.1e-05	10
888	5e-06	1
889	5e-06	9
890	7e-06	1
891	1e-06	1
892	8e-06	1
893	8e-06	8
894	8e-06	8
895	8e-06	4
896	5e-06	1
897	1e-06	1
898	7e-06	1
899	7e-06	3
900	7e-06	1
901	7e-06	5
902	7e-06	2
903	7e-06	3
904	6e-06	1
905	6e-06	6
906	7e-06	1
907	7e-06	6
908	7e-06	6
909	7e-06	3
910	1.1e-05	1
911	1.1e-05	3
912	7e-06	1
913	7e-06	2
914	7e-06	2
915	3e-06	1
916	3e-06	1
917	3e-06	1
918	3e-06	1
919	3e-06	1
920	8e-06	1
921	8e-06	1
922	8e-06	2
923	8e-06	2
924	1e-06	1
925	1e-06	1
926	1e-06	1
927	1e-06	1
928	1e-06	1
929	1e-06	1
930	1e-06	1
931	8e-06	1
932	8e-06	2
933	7e-06	1
934	7e-06	2
935	7e-06	3
936	7e-06	4
937	7e-06	2
938	1e-06	1
939	2e-06	1
940	1e-06	1
941	1e-06	2
942	1e-06	2
943	1e-06	1
944	1e-06	6
945	1e-06	4
946	1e-06	1
947	6e-06	1
